0010AA58 start
00439FB8 CCredits::HandleTouchInput
0043A044 CCredits::Render
0043A400 CDraw::SetFOV
0043A424 CDraw::CalculateAspectRatio
0043A478 DumpStreamer::dump_CStreaming
0043A48C DumpStreamer::dump_CModelInfo
0043A4A0 DumpStreamer::dump_CTexListStore
0043A4B4 DumpStreamer::dump
0043A4DC CElementGroupModelInfo::RcWriteThis
0043A534 CElementGroupModelInfo::RcWriteEmpty
0043A58C sub_43A58C
0043A5A0 CElementGroupModelInfo::CreateInstance
0043A60C CElementGroupModelInfo::CreateInstance
0043A680 CElementGroupModelInfo::ConvertAnimFileIndex
0043A6B8 CElementGroupModelInfo::FindFrameFromIdCB
0043A710 CElementGroupModelInfo::FillNodeArrayCB
0043A74C CElementGroupModelInfo::FindFrameFromNameWithoutIdCB
0043A81C CElementGroupModelInfo::Write
0043A85C CElementGroupModelInfo::WriteModel
0043A880 CElementGroupModelInfo::LoadModel
0043A8D0 CElementGroupModelInfo::DeleteRslObject
0043A96C CElementGroupModelInfo::SetAnimFile
0043A9BC CElementGroupModelInfo::SetElementGroup
0043AA54 CElementGroupModelInfo::FindFrameFromNameCB
0043AB18 CheckElementReferences
0043AB64 CElementGroupModelInfo::SetElementRendererCB
0043AB7C CElementGroupModelInfo::GetNodeFromId
0043ABB8 CElementGroupModelInfo::FillNodeArray
0043ABE0 CElementGroupModelInfo::SetNodeIds
0043AC78 CElementGroupModelInfo::GetRslObject
0043AC90 CElementGroupModelInfo::GetAnimFileIndex
0043ACA8 CElementGroupModelInfo::~CElementGroupModelInfo
0043ACD0 CElementGroupModelInfo::~CElementGroupModelInfo
0043AD00 CMovingThings::Shutdown
0043AD54 CMovingThing::AddToList
0043AD80 CMovingThings::RegisterOne
0043AE18 CMovingThings::PossiblyAddThisEntity
0043AEE4 CMovingThing::RemoveFromList
0043AF0C CMovingThing::Update
0043B474 CScrollBar::Init
0043B570 CScrollBar::Update
0043C52C CScrollBar::Render
0043C878 CScriptPaths::Save
0043CB18 CScriptPath::Clear
0043CB58 CScriptPaths::Init
0043CB8C CScriptPaths::Shutdown
0043CBC0 CScriptPaths::Load
0043CEAC CScriptPath::InitialiseOne
0043CF18 CScriptPath::SetObjectToControl
0043CFC0 CScriptPath::FindCoorsFromDistanceOnPath
0043D0DC CScriptPath::Update
0043D79C CScriptPaths::Update
0043D7D0 CPlaneTrail::Init
0043D7F0 CPlaneTrail::Render
0043D9B8 CPlaneTrail::RegisterPoint
0043DAA8 CPlaneTrails::Init
0043DAD8 CPlaneTrails::RegisterPoint
0043DB18 CPlaneTrails::Update
0043DEE4 CPlaneBanner::Init
0043DF70 CPlaneBanner::Render
0043E330 CPlaneBanner::Update
0043E410 CPlaneBanner::RegisterPoint
0043E444 CPlaneBanners::Init
0043E474 CMovingThings::Init
0043EB84 CPlaneBanners::Update
0043EBB4 CMovingThings::Update
0043ECF0 CPlaneBanners::RegisterPoint
0043ED2C CPlaneTrails::Render
0043EE68 CPlaneBanners::Render
0043EED0 CMovingThings::Render
0043F0B0 sub_43F0B0
0043F0EC CFont::SuspendHandler
0043F28C CFont::IsPrintCached
0043F2A4 CFont::PrintCachedDispLists
0043F2B8 CFont::AddToPrintCache
0043F2CC SetFontExtraY
0043F2F0 readFile
0043F304 isJapanesePunctuation
0043F40C AsciiToUnicode
0043F44C isNoBreak
0043F538 UnicodeStrcat
0043F59C UnicodeStrcpy
0043F5D8 UnicodeStrlen
0043F618 GetJIndex
0043F704 ReadMetFile
0043FB18 CFont::ClearSpecialLanguages
0043FB7C CFont::AddJapaneseTexture
0043FCAC CFont::AddKoreanTexture
0043FD4C GetJapaneseWidth
0043FE2C CFont::AddEFIGSFont
0043FF7C CFont::AddRussianTexture
004400B0 UnicodeMakeUpperCase
004400FC CFont::Shutdown
004401E4 CFont::PrintChar
004409D4 containsNonAscii
00440A90 CFont::CheckNewLine
00440AE8 CFont::GetNextSpace
00440B5C IsPunctuation
00440C9C CFont::GetNextSpace
00440FE4 CFont::GetStringWidth
00441138 CFont::GetStringWidth
0044146C CFont::GetNumberLines
00441670 CFont::GetTextRect
00441998 CFont::ParseToken
00441CA8 CFont::RenderFontBuffer
004424B8 CFont::ParseToken
00442538 CFont::DrawFonts
0044254C CFont::SetScale
00442574 CFont::SetSlantRefPoint
0044259C CFont::SetSlant
004425C0 CFont::SetColor
0044263C CFont::PrintString
00442CC4 CFont::SetFlashOn
00442CEC CFont::SetFlashOff
00442D14 CFont::SetJustifyOn
00442D48 CFont::SetJustifyOff
00442D74 CFont::SetCentreOn
00442DA8 CFont::SetCentreOff
00442DD0 CFont::SetWrapx
00442E20 CFont::SetCentreSize
00442E44 CFont::SetBackgroundOn
00442E6C CFont::SetBackgroundOff
00442E94 CFont::SetBackgroundColor
00442ED4 CFont::SetBackGroundOnlyTextOn
00442EFC CFont::SetBackGroundOnlyTextOff
00442F24 CFont::SetRightJustifyOn
00442F58 CFont::SetRightJustifyOff
00442F88 CFont::SetPropOff
00442FB0 CFont::SetPropOn
00442FD8 CFont::SetFontStyle
00443078 CFont::SetRightJustifyWrap
004430C8 CFont::SetAlphaFade
004430EC CFont::SetDropColor
0044316C CFont::SetOutlineColor
004431E8 CFont::SetOutlineOn
0044320C CFont::SetNewLineAdd
00443230 CFont::SetDropShadowPosition
00443254 CFont::SetIconScale
00443278 CFont::SetIconYCorrection
0044329C CFont::SetIconXCorrection
004432C0 CFont::InitPerFrame
00443344 CFont::FindNewCharacter
00443404 CFont::ReplaceGermanSZ
00443418 CFont::PrintString
00443944 CFont::PrintStringFromBottom
004439DC CFont::PrintString
00443AC0 CFont::Initialise
00443D54 base::cCallBack1Impl<void,eVolatileCallbackState>::~cCallBack1Impl
00443D7C CFontDetails::~CFontDetails
00443D90 CFontRenderState::~CFontRenderState
00443DA4 base::cCallBack1Impl<void,eVolatileCallbackState>::operator
00443DBC base::cCallBack1Impl<void,eVolatileCallbackState>::~cCallBack1Impl
00443DE8 CFont::GetCharacterSize
00444048 sub_444048
0044408C CGlass::Init
00444184 CFallingGlassPane::Update
0044450C CGlass::Update
00444558 CGlass::FindFreePane
004445B4 CGlass::GeneratePanesForWindow
00444B8C CGlass::AskForObjectToBeRenderedInGlass
00444BD0 CGlass::CalcAlphaWithNormal
00444C68 CGlass::RenderHiLightPolys
00444D30 CGlass::RenderShatteredPolys
00444E08 CFallingGlassPane::Render
00445570 CGlass::RenderReflectionPolys
0044564C CGlass::RenderEntityInGlass
00446018 CGlass::WindowRespondsToCollision
00446550 CGlass::WindowRespondsToSoftCollision
004465A8 CGlass::WasGlassHitByBullet
004466C0 CGlass::WindowRespondsToExplosion
004467AC CGlass::CarWindscreenShatters
00446FE8 CGlass::FindWindowSectorList
004470F4 CGlass::HasGlassBeenShatteredAtCoors
00447300 CGlass::BreakGlassPhysically
004478C4 CGlass::Render
00447AB0 sub_447AB0
00447AE4 CHud::Initialise
00448068 CHud::ReInitialise
00448504 CHud::GetRidOfAllHudMessages
004486C8 CHud::SetZoneName
004486EC CHud::SetHelpMessage
00448878 CHud::IsHelpMessageBeingDisplayed
004488A4 CHud::SetHelpMessageWithNumber
004489B4 CHud::SetVehicleName
004489D8 CHud::DrawFadeState
00448CA4 CHud::DrawHudExtras
00448CB8 CHud::ClearSmallMessages
00448E54 CHud::ClearBigMessagesExcept
00448EA8 CHud::DrawAfterFade
00449BA0 CHud::SetMessage
00449C0C CHud::SetBigMessage
00449D64 CHud::SetPagerMessage
00449D78 CHud::ResetWastedText
00449DC0 CHud::DrawHealthBar
0044A7FC CHud::DrawArmourBar
0044B0FC CHud::DrawPickupTimers
0044B110 CHud::DrawTimeAndCashNumbers
0044B548 CHud::DrawCash
0044B69C CHud::DrawTime
0044B96C CHud::GetRadarSizeX
0044B9D4 CHud::GetRadarSizeY
0044BA0C CHud::GetRadarPosX
0044BA88 CHud::GetRadarPosY
0044BB08 CHud::DoHudFade
0044BBA8 CHud::UseTimerCounterFontSettings
0044BC7C CHud::Draw
00450968 DrawFPS
00450E38 base::cStringT<char>::Append
0045119C CLines::RenderLineNoClipping
0045124C CLines::RenderLineWithClipping
004514D4 CLines::ImmediateLine2D
004515F8 CMBlur::Reset
00451634 CMBlur::CMBlur
0045165C CMBlur::CreateImmediateModeData
00451670 CMBlur::CreateImmediateModeData
00451684 CMBlur::OverlayRenderFx
004521E8 CMBlur::PosInside
00452370 CMBlur::CheckWithinHudArea
004524D4 CMBlur::AddRenderFx
00452764 CMBlur::MotionBlurOpen
0045277C CMBlur::MotionBlurClose
004527A8 CMBlur::~CMBlur
004527C0 CMBlur::SetDrunkBlur
00452800 CMBlur::ClearDrunkBlur
00452830 CMBlur::GetFinalColour
00452ADC CMBlur::OverlayRender
00453014 CMBlur::MotionBlurRender
004530B8 CMloModelInfo::RcWriteThis
00453110 CMloModelInfo::RcWriteEmpty
00453168 CMloModelInfo::ConstructElementGroup
0045317C CMloModelInfo::~CMloModelInfo
004531A4 CMloModelInfo::~CMloModelInfo
004531D0 CModelInfo::ReInit2dEffects
00453238 CModelInfo::ShutDown
004534C0 CModelInfo::GetModelInfo
0045354C CModelInfo::GetModelInfo
004535B8 CModelInfo::GetModelInfoFromHashKey
00453644 CModelInfo::AddSimpleModel
00453698 CModelInfo::Initialise
00453924 CModelInfo::AddTimeModel
00453978 CModelInfo::AddWeaponModel
004539C8 CModelInfo::AddElementGroupModel
00453A20 CModelInfo::AddVehicleModel
00453A98 CModelInfo::AddPedModel
00453AF0 CModelInfo::Get2dEffectStore
00453B10 CModelInfo::Load2dEffects
00453B44 CModelInfo::Tidy
00453B58 CModelInfo::IsBoatModel
00453BCC CModelInfo::IsCarModel
00453C3C CModelInfo::IsTrainModel
00453CB0 CModelInfo::IsHeliModel
00453D24 CModelInfo::IsPlaneModel
00453D98 CModelInfo::IsBikeModel
00453E0C CModelInfo::Write
00453EF0 CModelInfo::Load
00453F88 CStore<CSimpleModelInfo,3885>::~CStore
00453FC4 CStore<CTimeModelInfo,385>::~CStore
00454000 CStore<CWeaponModelInfo,37>::~CStore
0045403C CStore<CElementGroupModelInfo,10>::~CStore
00454074 CStore<CVehicleModelInfo,110>::~CStore
004540B0 CStore<CPedModelInfo,130>::~CStore
004540EC CStore<C2dEffect,1210>::~CStore
00454100 C2dEffect::Shutdown
0045414C cNavArrow::Initialise
00454160 cNavArrow::SetTarget
004541C0 cNavArrow::ClearTarget
004541E8 cNavArrow::AddToScene
004542E0 CalcScreenCoors
004543DC CalcScreenCoors
00454480 DoesInfiniteLineCrossFiniteLine
004544E8 DoesInfiniteLineTouchScreen
0045463C COcclusion::Init
004546D0 COcclusion::AddOne
00454810 IsPointInsideLine
00454860 COcclusion::OccluderHidesBehind
00454950 COccluder::ProcessLineSegment
00454DC4 COccluder::ProcessOneOccluder
004553F8 COccluder::NearCamera
00455498 COcclusion::ProcessBeforeRendering
00455810 CActiveOccluder::IsPointWithinOcclusionArea
00455894 CEntity::IsEntityOccluded
00455C04 COcclusion::IsPositionOccluded
00455D24 COcclusion::IsAABoxOccluded
00455FFC COcclusion::Write
00456090 CParticle::CParticle
004560C8 CParticle::~CParticle
004560DC sub_4560DC
00456114 CParticle::ReloadConfig
004561F0 CParticle::SetPixelData
00456AEC CParticle::Initialise
00457204 CParticle::Shutdown
0045758C GetMaxParticlesByType
004576A8 CParticle::CanCreateParticle
00457718 CParticle::AddParticle
00458174 CParticle::AddParticle
004581D0 CParticle::AddParticlesAlongLine
00458318 CParticle::AddParticlesAlongLine
00458468 CParticle::Render
00458EC4 CParticle::RemoveParticle
00458F54 CParticle::RemovePSystem
00458F9C CParticle::Update
0045A038 CParticle::AddJetExplosion
0045A2BC CParticle::AddYardieDoorSmoke
0045A480 CParticle::CalWindDir
0045A508 Invert
0045A6C8 cParticleSystemMgr::cParticleSystemMgr
0045A6DC cParticleSystemMgr::LoadParticleData
0045ABFC cParticleSystemMgr::Initialise
0045AC50 cParticleSystemMgr::RangeCheck
0045AC68 CPedModelInfo::RcWriteThis
0045ACC0 CPedModelInfo::RcWriteEmpty
0045AD18 CPedModelInfo::DeleteRslObject
0045AD78 FindPedFrameFromNameCB
0045AE40 CPedModelInfo::WriteModel
0045AEEC CPedModelInfo::Write
0045AF50 CPedModelInfo::LoadModel
0045AF90 GetElementListCB
0045AFB8 AttachElementsFromListCB
0045B010 CountElementsCB
0045B030 CPedModelInfo::AddXtraElements
0045B044 CPedModelInfo::SetFaceTexture
0045B058 FindHeadRadiusCB
0045B078 CPedModelInfo::CreateHitColModelSkinned
0045B2A4 CPedModelInfo::SetElementGroup
0045B33C CPedModelInfo::AnimatePedColModelSkinned
0045B4B4 CPedModelInfo::AnimatePedColModelSkinnedWorld
0045B5B0 CPedModelInfo::~CPedModelInfo
0045B608 CPedModelInfo::~CPedModelInfo
0045B668 CPointLights::Init
0045B6D4 CPointLights::AddLight
0045B868 CPointLights::GenerateLightsAffectingObject
0045BA34 CPointLights::RemoveLightsAffectingObject
0045BA48 CPointLights::ProcessVerticalLineUsingCache
0045BBE4 CPointLights::RenderFogEffect
0045C580 CRubbish::Init
0045C7A0 CRubbish::Shutdown
0045C7EC COneSheet::AddToList
0045C818 COneSheet::RemoveFromList
0045C844 CRubbish::Update
0045CE8C CRubbish::ListSize
0045CED8 CRubbish::StirUp
0045D1E0 CRubbish::SetVisibility
0045D208 CRubbish::Render
0045D7F8 StartStoringShadow
0045D860 StoreShadowVert
0045D938 FinishStoringShadow
0045D9E0 PrepareForShadowRendering
0045DA20 FinishShadowRendering
0045DA60 SetShadowCameraPos
0045DA74 SetShadowCameraPos
0045DA88 RenderShadow
0045DDC8 FinishStoringShadowAndRender
0045DE68 CShadows::Init
0045E128 CShadows::Shutdown
0045E248 CShadows::AddPermanentShadow
0045E31C CShadows::StoreShadowToBeRendered
0045E430 CShadows::StoreShadowToBeRendered
0045E57C CShadows::StoreShadowForVehicle
0045EC8C CShadows::StoreCarLightShadow
0045EEA4 CShadows::StoreShadowForPedObject
0045F114 CShadows::StoreShadowForPed
0045F198 CShadows::StoreShadowForTree
0045F1AC CShadows::SetRenderModeForShadowType
0045F254 CShadows::RenderStaticShadows
0045F404 CShadows::CastShadowEntityXY
00460A8C CShadows::CastShadowSectorList
00460C40 CShadows::GeneratePolysForStaticShadow
00460F48 CShadows::CastPlayerShadowSectorList
004610F0 CShadows::RenderStoredShadows
00461684 CStaticShadow::Free
004616B0 CShadows::UpdateStaticShadows
00461738 CShadows::StoreStaticShadow
00461B70 CShadows::StoreShadowForPole
00461D54 CShadows::UpdatePermanentShadows
00461F64 CShadows::PrintDebugPoly
00461F78 CShadows::CalcPedShadowValues
00462060 CShadows::RenderExtraPlayerShadows
0046247C CShadows::TidyUpShadows
004624B4 RenderBuffer::ClearRenderBuffer
004624EC RenderBuffer::StopStoring
004627B8 RenderBuffer::RenderStuffInBuffer
00462844 RenderBuffer::StartStoring
00462900 CShadows::RenderIndicatorShadow
00462988 CSimpleModelInfo::RcWriteThis
004629E0 CSimpleModelInfo::RcWriteEmpty
00462A38 CSimpleModelInfo::CreateInstance
00462A84 CSimpleModelInfo::CreateInstance
00462B00 CSimpleModelInfo::Write
00462B60 CSimpleModelInfo::WriteModel
00462C90 CSimpleModelInfo::LoadModel
00462D04 CSimpleModelInfo::DeleteRslObject
00462E54 CSimpleModelInfo::SetElement
00462EFC CSimpleModelInfo::Init
00462F3C CSimpleModelInfo::GetLodDistance
00462F70 CSimpleModelInfo::GetElementFromDistance
00463060 CSimpleModelInfo::GetLargestLodDistance
004630D8 CSimpleModelInfo::GetLastElement
00463134 CSimpleModelInfo::GetLodElement
00463174 CSimpleModelInfo::GetLastElement
004631F4 CSimpleModelInfo::GetNearDistance
00463224 CSimpleModelInfo::SetLodDistances
00463250 CSimpleModelInfo::FindRelatedModel
004633A8 CSimpleModelInfo::SetupBigBuilding
0046344C CTimeModelInfo::FindOtherTimeModel
00463548 CSimpleModelInfo::GetRslObject
00463568 CSimpleModelInfo::~CSimpleModelInfo
00463590 CSimpleModelInfo::~CSimpleModelInfo
004635BC CSkidmarks::Init
00463848 CSkidmarks::Shutdown
00463870 CSkidmarks::Clear
004638AC CSkidmarks::Update
00463980 CSkidmarks::RegisterOne
00463CF4 CSkidmarks::RegisterOne
00463D20 CSkidmarks::Render
004641A0 MarkerElementCB
004641B8 sub_4641B8
00464200 CSpecialFX::Render2DFXs
00464724 CBulletTraces::Init
00464788 CBulletTraces::AddTrace
00464C50 CBulletTraces::AddTrace
00464DD8 CBulletTrace::Update
00464E14 CBulletTraces::Update
00464FAC CMotionBlurStreaks::Init
00464FE0 CMotionBlurStreaks::RegisterStreak
00465180 CSpecialFX::AddWeaponStreak
004657DC CRegisteredMotionBlurStreak::Update
0046589C CMotionBlurStreaks::Update
00465914 CSpecialFX::Update
0046592C CRegisteredMotionBlurStreak::Render
00465B0C CBrightLights::Init
00465B34 CBrightLights::RenderOutGeometryBuffer
00465BBC CBrightLights::RegisterOne
00465D38 CShinyTexts::Init
00465D60 CShinyTexts::RenderOutGeometryBuffer
00465DE8 CShinyTexts::RegisterOne
0046601C CMoneyMessage::Render
004661EC CMoneyMessages::Init
00466250 CMoneyMessages::Render
004663E8 CMoneyMessages::RegisterOne
004665A4 C3dMarker::C3dMarker
004665CC C3dMarker::AddMarker
004667C0 C3dMarker::DeleteMarkerObject
00466808 C3dMarker::Render
00466944 C3dMarkers::Init
00466AEC CSpecialFX::Init
00466E20 C3dMarkers::Write
00466EC8 C3dMarkers::Shutdown
00466F48 CSpecialFX::Shutdown
00466F7C C3dMarkers::Update
00466F90 C3dMarkers::Render
0046735C C3dMarkers::PlaceMarker
004684E8 C3dMarkers::PlaceMarkerSet
004686AC C3dMarkers::CopyMarker
00468798 CSpecialParticleStuff::CreateFoamAroundObject
004689DC CSpecialParticleStuff::StartBoatFoamAnimation
00468A10 CSpecialParticleStuff::UpdateBoatFoamAnimation
00468C18 CBulletTraces::Render
004693C4 CMotionBlurStreaks::Render
004694E4 CBrightLights::Render
0046A4C4 CShinyTexts::Render
0046AA28 CSpecialFX::Render
0046AAA0 DoRejectTest
0046ABDC CalcScreenZ
0046AC64 CSprite::Initialise
0046B108 CSprite::Draw3DSprite
0046B11C CSprite::CalcScreenCoors
0046B3C0 CSprite::CalcHorizonCoors
0046B4C4 CSprite::InitSpriteBuffer
0046B504 CSprite::InitSpriteBuffer2D
0046B548 CSprite::Set4Vertices2D
0046B6B8 CSprite::Set4Vertices2D
0046B84C SetSpriteShader
0046B8A0 CSprite::FlushSpriteBuffer
0046B9CC CSprite::RenderBufferedOneXLUSprite
0046BF88 CSprite::RenderBufferedOneXLUSprite_Rotate_Aspect
0046C258 CSprite::RenderBufferedOneXLUSprite_Rotate_Dimension
0046C54C CSprite::RenderBufferedOneXLUSprite_Rotate_2Colours
0046C9C0 CSprite::RenderBufferedOneXLUSprite2D
0046CB00 CSprite::RenderBufferedOneXLUSprite2D_Rotate_Dimension
0046CCC4 CSprite::RenderOneXLUSprite
0046D1EC CSprite::RenderOneXLUSprite_Rotate_Aspect
0046D484 CSprite::RenderOneXLUSprite_Rotate_Dimension
0046D6CC CSprite::RenderOneXLUSprite_Rotate_2Colours
0046DAB4 CSprite::RenderOneXLUSprite2D
0046DB9C CSprite::RenderOneXLUSprite2D_Rotate_Dimension
0046DD00 CSprite2d::CSprite2d
0046DD1C CSprite2d::Delete
0046DD64 CSprite2d::~CSprite2d
0046DD7C CSprite2d::SetRecipNearClip
0046DD90 CSprite2d::SetTexture
0046DDC4 CSprite2d::SetTexture
0046DDF4 CSprite2d::SetTextureNoDictionary
0046DF58 CSprite2d::SetTextureNoDictionary
0046DFC0 CSprite2d::SetScaleValues
0046E048 CSprite2d::InitPerFrame
0046E49C CSprite2d::SetScaleFactors
0046E4D0 CSprite2d::IsVertexBufferEmpty
0046E4FC CSprite2d::IsVertexBufferFull
0046E54C CSprite2d::SetVertices
0046E6F8 CSprite2d::SetVertices
0046E89C CSprite2d::SetVertices
0046EAB0 CSprite2d::SetVertices
0046EB9C CSprite2d::SetVertices
0046EC58 CSprite2d::SetMaskVertices
0046ECF0 CSprite2d::SetVertices
0046EEF0 CSprite2d::SetRenderState
0046EF14 CSprite2d::SetVerticesForSniper
0046F09C CSprite2d::OffsetTexCoordForBilinearFiltering
0046F208 SetSprite2DShader
0046F270 CSprite2d::RenderVertexBuffer
0046F2FC CSprite2d::AddToBuffer
0046F40C CSprite2d::RenderVertexBuffer
0046F4D4 CSprite2d::Draw
0046F5A4 CSprite2d::Draw
0046F638 CSprite2d::DrawWithBilinearOffset
0046F690 CSprite2d::Draw
0046F778 CSprite2d::Draw
0046F818 CSprite2d::Draw
0046F924 CSprite2d::Draw
0046FA3C CSprite2d::Draw2DPolygon
0046FB70 CSprite2d::DrawRect
0046FC24 CSprite2d::DrawTxRect
0046FC68 CSprite2d::DrawRect
0046FCE8 CSprite2d::DrawRectXLU
0046FD8C CSprite2d::DrawAnyRect
0046FE8C CSprite2d::DrawSpecialRectForSniper
0046FF04 sub_46FF04
0046FF24 CStreaming::RegisterElement
0046FF38 CStreaming::UnregisterElement
0046FF4C FileExistsOnMemCard
0046FF64 CStreamingInfo::AddToList
0046FF90 CStreamingInfo::RemoveFromList
0046FFC4 CStreamingInfo::GetCdPosn
0046FFDC CStreamingInfo::GetCdSize
0046FFF4 CStreamingInfo::GetCdPosnAndSize
00470028 CStreamingInfo::SetCdPosnAndSize
00470044 CStreaming::Shutdown
00470098 CStreaming::LoadCdDirectory
004704D4 CStreaming::LoadCdDirectory
00470590 CStreaming::Init
00470A88 CStreaming::DeleteRslObjectsInSectorList
00470AE0 CStreaming::DeleteAllRslObjects
00470B88 CStreaming::DeleteRslObjectsAfterDeath
00470CA8 CStreaming::DeleteRslObjectsInOverlapSectorList
00470DB4 CStreaming::DeleteFarAwayRslObjects
004711E8 CStreaming::UpdateMemoryUsed
004711FC CStreaming::InstanceLoadedModelsInSectorList
004712B8 CStreaming::InstanceLoadedModels
004713E0 CStreaming::IsObjectInCdImage
0047141C CStreaming::RequestModel
004716FC CStreaming::ProcessEntitiesInSectorList
00471894 CStreaming::ProcessEntitiesInSectorList
00471978 CStreaming::AddModelsToRequestList
00471C2C CStreaming::RequestBigBuildings
00471C40 CStreaming::RequestBigBuildings
00471C54 CStreaming::InstanceBigBuildings
00471D18 CStreaming::RequestIslands
00471D2C LoadIslandScreen
00471D5C CStreaming::RemoveBuildingsNotInArea
00472034 CStreaming::RequestAllModels
0047216C CStreaming::IsTexListUsedByRequestedModels
00472340 CStreaming::AreAnimsUsedByRequestedModels
00472510 CStreaming::RemoveModel
0047273C DeleteIsland
00472774 CStreaming::RemoveIslandsNotUsed
004729D0 CStreaming::RemoveAllUnusedPeds
00472A60 CStreaming::RemoveBigBuildings
00472B60 CStreaming::RemoveUnusedBigBuildings
00472B9C CStreaming::RemoveBuildings
00472F0C CStreaming::RemoveUnusedBuildings
00472F3C CStreaming::RemoveModelsNotVisibleFromCullzone
00472F50 CStreaming::RemoveModelsNotVisibleFromCullzoneInSectorList
00472F64 CStreaming::ConvertModelBufferChunk
0047318C CStreaming::ConvertTextureBufferChunk
00473270 CStreaming::ConvertAnimBufferChunk
0047332C CStreaming::ConvertCollisionBufferChunk
004733E8 CStreaming::MakeSpaceFor
004733FC CStreaming::ImGonnaUseStreamingMemory
00473420 CStreaming::IHaveUsedStreamingMemory
00473444 CStreaming::GetNextFileOnCd
00473758 CStreaming::GetCdImageOffset
0047381C CStreaming::RequestModelStream
00473BDC CStreaming::SetModelIsDeletable
00473CBC CStreaming::SetModelTexListIsDeletable
00473D18 CStreaming::SetMissionDoesntRequireModel
00473DF8 CStreaming::SetAmbientMissionDoesntRequireModel
00473ED8 CStreaming::RequestSpecialModel
004742C8 CStreaming::LoadInitialPeds
00474314 CStreaming::LoadInitialWeapons
00474360 CStreaming::StreamZoneModels
004749B0 CStreaming::RemoveCurrentZonesModels
00474AF4 CStreaming::RemoveLoadedZoneModel
00474C18 CStreaming::RequestSpecialChar
00474C30 CStreaming::HasSpecialCharLoaded
00474C70 CStreaming::SetSpecialCharIsDeletable
00474C88 CStreaming::SetMissionDoesntRequireSpecialChar
00474CA0 CStreaming::SetAmbientMissionDoesntRequireSpecialChar
00474CB8 CStreaming::LoadInitialVehicles
00474D28 CStreaming::LoadZoneVehicle
00474D70 CStreaming::StreamVehiclesAndPeds
0047522C CStreaming::CheckLoadedVehicles
00475240 CStreaming::GetAvailableVehicleSlot
0047528C CStreaming::AddToLoadedVehiclesList
00475538 CStreaming::ConvertBufferToObject
00475BD0 CStreaming::RemoveLoadedVehicle
00475D30 CStreaming::RemoveAllUnusedModels
00475DE8 CStreaming::RemoveUnusedModelsInLoadedList
00475F24 CStreaming::RemoveLeastUsedModel
0047611C CStreaming::ProcessLoadingChannel
00476360 CStreaming::RetryLoadFile
00476430 CStreaming::GetDiscInDrive
0047649C CStreaming::FlushChannels
004764F4 CStreaming::FlushRequestList
00476574 CStreaming::ReInit
004765F8 CStreaming::LoadAllRequestedModels
004768CC CStreaming::LoadSceneCollision
004768EC CStreaming::LoadBigBuildingsWhenNeeded
00476AE4 CStreaming::LoadScene
00476D24 CStreaming::LoadRequestedModels
00476D80 CStreaming::UpdateForAnimViewer
00476E08 CStreaming::Update
004770F0 CStreaming::MemoryCardSave
00477150 CStreaming::MemoryCardLoad
004771C4 CStreaming::PrintStreamingBufferStateToConsole
00477234 CStreaming::PrintRequestList
00477584 CStreaming::PrintStreamingBufferState
00477598 CStreaming::Write
004777B8 CStreaming::ResetLists
00477854 CStreaming::Init2ndPass
00477918 DeleteTextureDisplayList
0047792C CStreaming::RegisterInstance
00477950 CStreaming::UnregisterInstance
00477974 CStreaming::_MoveMemory
00477988 CStreaming::DeleteRslObjectsBehindCameraInSectorList
00477B68 CStreaming::DeleteRslObjectsNotInFrustumInSectorList
00477C74 CStreaming::RemoveReferencedTexLists
00477DE0 CStreaming::RemoveNonReferencedTexLists
00477F34 CStreaming::DeleteRslObjectsBehindCamera
00478DEC CStreaming::FixupAfterDefrag
00478E00 CStreaming::RegisterPointer
00478E14 CStreaming::RegisterInstance
00478E38 CStreaming::UnregisterPointer
00478E4C CStreaming::UnregisterInstance
00478E6C CStreaming::RegisterElementGroup
00478E90 CStreaming::UnregisterElementGroup
00478EB4 std::unordered_set<ptr,base::hasher<ptr>,std::equal_to<ptr>,std::allocator<ptr>>::~unordered_set
00478F10 CTexList::Initialise
00478F24 CTexList::Shutdown
00478F38 CTexList::SetTexture
00478F50 CTexList::GetFirstFreeTexture
00478FA0 CTexList::LoadFileNameTexture
00478FC0 CTexList::LoadGlobalTextureList
00478FE0 CTimeDynamic::Initialise
004790E8 CTimeDynamic::Shutdown
00479144 CTimeDynamic::GetFirstFreeTimeDynamicSlot
0047919C CTimeDynamic::Add
004792B0 CTimeModelInfo::RcWriteThis
00479308 CTimeModelInfo::RcWriteEmpty
00479360 CTimeModelInfo::~CTimeModelInfo
00479388 CTimeModelInfo::~CTimeModelInfo
004793B8 SplayNormals
004793CC CVehicleModelInfo::Write
004793E0 CVehicleModelInfo::RcWriteThis
00479438 CVehicleModelInfo::RcWriteEmpty
00479490 CVehicleModelInfo::ConvertAnimFileIndex
004794C8 CVehicleModelInfo::MoveObjectsCB
004794E0 CVehicleModelInfo::CollapseFramesCB
0047952C CVehicleModelInfo::SetElementFlagCB
00479544 CVehicleModelInfo::HasAlphaMaterialCB
00479574 CVehicleModelInfo::GetEditableMaterialListCB
004795A0 CVehicleModelInfo::SetElementRendererCB_Heli
004795BC CVehicleModelInfo::GetEditableMaterialListCB
004796B4 CVehicleModelInfo::WriteModel
00479888 CVehicleModelInfo::LoadModel
00479B5C CVehicleModelInfo::SetAnimFile
